page,paragraph,image_name
276,In [59]: grouped.describe() Out[59]:                 data1     data2 key1                           a    count  3.000000  3.000000      mean   0.746672  0.910916      std    1.109736  0.712217      min   -0.204708  0.092908      25%    0.137118  0.669671      50%    0.478943  1.246435,
276,1. Note that  quantile  performs linear interpolation if there is no value at exactly the passed percentile.,
276,260 | Chapter 9:   Data Aggregation and Group Operations,
277,     75%    1.222362  1.319920      max    1.965781  1.393406 b    count  2.000000  2.000000      mean  -0.537585  0.525384      std    0.025662  0.344556      min   -0.555730  0.281746      25%   -0.546657  0.403565      50%   -0.537585  0.525384      75%   -0.528512  0.647203      max   -0.519439  0.769023,
277,I will explain in more detail what has happened here in the next major section on group- wise operations and transformations.,
277,"You may notice that custom aggregation functions are much slower than the optimized functions found in  Table 9-1 . This is because there is significant overhead (function calls, data rearrangement) in construct- ing the intermediate group data chunks.",
277,Table 9-1. Optimized groupby methods,
277,Function name Description,
277,count Number of non-NA values in the group,
277,sum Sum of non-NA values,
277,mean Mean of non-NA values,
277,median Arithmetic median of non-NA values,
277,"std, var Unbiased (n - 1 denominator) standard deviation and variance",
277,"min, max Minimum and maximum of non-NA values",
277,prod Product of non-NA values,
277,"first, last First and last non-NA values",
277,"To illustrate some more advanced aggregation features, I’ll use a less trivial dataset, a dataset on restaurant tipping. I obtained it from the R  reshape2  package; it was origi- nally found in Bryant & Smith’s 1995 text on business statistics (and found in the book’s GitHub repository). After loading it with  read_csv , I add a tipping percentage column tip_pct .",
277,In [60]: tips = pd.read_csv('ch08/tips.csv'),
277,# Add tip percentage of total bill In [61]: tips['tip_pct'] = tips['tip'] / tips['total_bill'],
277,In [62]: tips[:6] Out[62]:     total_bill   tip     sex smoker  day    time  size   tip_pct 0       16.99  1.01  Female     No  Sun  Dinner     2  0.059447 1       10.34  1.66    Male     No  Sun  Dinner     3  0.160542,
277,Data Aggregation | 261,
278,2       21.01  3.50    Male     No  Sun  Dinner     3  0.166587 3       23.68  3.31    Male     No  Sun  Dinner     2  0.139780 4       24.59  3.61  Female     No  Sun  Dinner     4  0.146808 5       25.29  4.71    Male     No  Sun  Dinner     4  0.186240,
278,Column-wise and Multiple Function Application,
278,"As you’ve seen above, aggregating a Series or all of the columns of a DataFrame is a matter of using  aggregate  with the desired function or calling a method like  mean  or std . However, you may want to aggregate using a different function depending on the column or multiple functions at once. Fortunately, this is straightforward to do, which I’ll illustrate through a number of examples. First, I’ll group the  tips  by  sex  and  smoker :",
278,"In [63]: grouped = tips.groupby(['sex', 'smoker'])",
278,"Note that for descriptive statistics like those in  Table 9-1 , you can pass the name of the function as a string:",
278,In [64]: grouped_pct = grouped['tip_pct'],
278,In [65]: grouped_pct.agg('mean') Out[65]:  sex     smoker Female  No        0.156921         Yes       0.182150 Male    No        0.160669         Yes       0.152771 Name: tip_pct,
278,"If you pass a list of functions or function names instead, you get back a DataFrame with column names taken from the functions:",
278,"In [66]: grouped_pct.agg(['mean', 'std', peak_to_peak]) Out[66]:                     mean       std  peak_to_peak sex    smoker                                   Female No      0.156921  0.036421      0.195876        Yes     0.182150  0.071595      0.360233 Male   No      0.160669  0.041849      0.220186        Yes     0.152771  0.090588      0.674707",
278,"You don’t need to accept the names that GroupBy gives to the columns; notably  lambda  functions have the name  '<lambda>'  which make them hard to identify (you can see for yourself by looking at a function’s  __name__  attribute). As such, if you pass a list of  (name, function)  tuples, the first element of each tuple will be used as the DataFrame column names (you can think of a list of 2-tuples as an ordered mapping):",
278,"In [67]: grouped_pct.agg([('foo', 'mean'), ('bar', np.std)]) Out[67]:                      foo       bar sex    smoker                     Female No      0.156921  0.036421        Yes     0.182150  0.071595",
278,262 | Chapter 9:   Data Aggregation and Group Operations,
279,Male   No      0.160669  0.041849        Yes     0.152771  0.090588,
279,"With a DataFrame, you have more options as you can specify a list of functions to apply to all of the columns or different functions per column. To start, suppose we wanted to compute the same three statistics for the  tip_pct  and  total_bill  columns:",
279,"In [68]: functions = ['count', 'mean', 'max']",
279,"In [69]: result = grouped['tip_pct', 'total_bill'].agg(functions)",
279,In [70]: result Out[70]:                 tip_pct                      total_bill                                    count      mean       max       count       mean    max sex    smoker                                                            Female No           54  0.156921  0.252672          54  18.105185  35.83        Yes          33  0.182150  0.416667          33  17.977879  44.30 Male   No           97  0.160669  0.291990          97  19.791237  48.33        Yes          60  0.152771  0.710345          60  22.284500  50.81,
279,"As you can see, the resulting DataFrame has hierarchical columns, the same as you would get aggregating each column separately and using  concat  to glue the results together using the column names as the  keys  argument:",
279,In [71]: result['tip_pct'] Out[71]:                 count      mean       max sex    smoker                            Female No         54  0.156921  0.252672        Yes        33  0.182150  0.416667 Male   No         97  0.160669  0.291990        Yes        60  0.152771  0.710345,
279,"As above, a list of tuples with custom names can be passed:",
279,"In [72]: ftuples = [('Durchschnitt', 'mean'), ('Abweichung', np.var)]",
279,"In [73]: grouped['tip_pct', 'total_bill'].agg(ftuples) Out[73]:                      tip_pct                total_bill                            Durchschnitt  Abweichung  Durchschnitt  Abweichung sex    smoker                                                     Female No          0.156921    0.001327     18.105185   53.092422        Yes         0.182150    0.005126     17.977879   84.451517 Male   No          0.160669    0.001751     19.791237   76.152961        Yes         0.152771    0.008206     22.284500   98.244673",
279,"Now, suppose you wanted to apply potentially different functions to one or more of the columns. The trick is to pass a dict to  agg  that contains a mapping of column names to any of the function specifications listed so far:",
279,"In [74]: grouped.agg({'tip' : np.max, 'size' : 'sum'}) Out[74]:                 size   tip sex    smoker            ",
279,Data Aggregation | 263,
280,Female No       140   5.2        Yes       74   6.5 Male   No       263   9.0        Yes      150  10.0,
280,"In [75]: grouped.agg({'tip_pct' : ['min', 'max', 'mean', 'std'],    ....:              'size' : 'sum'}) Out[75]:                  tip_pct                                size                     min       max      mean       std   sum sex    smoker                                               Female No      0.056797  0.252672  0.156921  0.036421   140        Yes     0.056433  0.416667  0.182150  0.071595    74 Male   No      0.071804  0.291990  0.160669  0.041849   263        Yes     0.035638  0.710345  0.152771  0.090588   150",
280,A DataFrame will have hierarchical columns only if multiple functions are applied to at least one column.,
280,Returning Aggregated Data in “unindexed” Form,
280,"In all of the examples up until now, the aggregated data comes back with an index, potentially hierarchical, composed from the unique group key combinations observed. Since this isn’t always desirable, you can disable this behavior in most cases by passing as_index=False  to  groupby :",
280,"In [76]: tips.groupby(['sex', 'smoker'], as_index=False).mean() Out[76]:        sex smoker  total_bill       tip      size   tip_pct 0  Female     No   18.105185  2.773519  2.592593  0.156921 1  Female    Yes   17.977879  2.931515  2.242424  0.182150 2    Male     No   19.791237  3.113402  2.711340  0.160669 3    Male    Yes   22.284500  3.051167  2.500000  0.152771",
280,"Of course, it’s always possible to obtain the result in this format by calling reset_index  on the result.",
